symbol,date,gap,prev_close,o,h,l,c,v,dollar_vol,rel_vol
TII,2026-01-20,0.2113,4.07,4.93,5.3,4.57,4.86,3592788,17460949,30.4
PAVM,2026-01-21,1.9063,6.19,17.99,28.44,11.58,12.05,55328904,666713293,3153.5
LSTA,2026-01-21,0.8472,2.16,3.99,4.17,3.98,4.03,4961956,19996682,140.2
BOXL,2026-01-21,0.744,7.5,13.08,15.18,10.56,10.92,18691319,204109203,522.0
BNAI,2026-01-21,0.4732,6.15,9.06,11.38,7.81,8.7,48526163,422177618,89.9
MLEC,2026-01-21,0.3941,4.39,6.12,7.79,4.62,6.48,5677719,36791619,180.2
SEGG,2026-01-21,0.2033,1.82,2.19,2.74,1.92,2.21,41908566,92617930,292.0
AQMS,2026-01-21,0.1266,6.16,6.94,7.65,5.54,5.77,11855763,68407752,110.8
TII,2026-01-21,0.1091,4.86,5.39,5.65,5.05,5.14,3157158,16227792,24.9
SXTP,2026-01-22,1.995,2.0,5.99,8.62,4.4,5.04,195633732,985994009,2784.4
IOTR,2026-01-22,1.2457,2.93,6.58,7.47,4.51,5.1,53553412,273122401,2308.9
PSQH,2026-01-22,0.2745,15.3,19.5,19.95,15.6,16.5,3640028,60060462,143.3
ROLR,2026-01-22,0.2462,7.88,9.82,11.75,9.03,10.06,7638441,76842716,91.1
IMSRW,2026-01-22,0.1791,5.08,5.99,6.51,5.56,6.24,1021452,6373860,11.6
CABA,2026-01-22,0.1645,2.34,2.725,3.25,2.63,2.94,29900112,87906329,16.7
NXTS,2026-01-22,0.1636,11.55,13.44,14.21,10.57,12.67,6534383,82790632,2303.3
SPHL,2026-01-22,0.1309,5.73,6.48,10.5,5.83,6.94,3836849,26627732,82.2
MOVE,2026-01-23,1.8891,5.133,14.83,17.6,11.05,12.33,57840043,713167730,1299.3
DRCT,2026-01-23,1.355,9.24,21.76,24.16,14.32,16.44,28425458,467314529,364.9
KUST,2026-01-23,0.7108,10.2,17.45,22.4,12.85,13.1,22840847,299215095,1739.6
RTB,2026-01-23,0.4027,5.24,7.35,8.5499,6.06,6.31,12840973,81026539,184.8
REVB,2026-01-23,0.2639,3.418,4.32,5.8,2.398,2.584,23169474,59869920,898.1
SLE,2026-01-23,0.2543,6.362,7.98,9.0,4.66,5.9,5977918,35269716,293.8
BGL,2026-01-23,0.2535,4.26,5.34,5.8694,3.74,4.13,24150699,99742386,90.3
DGNX,2026-01-23,0.2444,10.8,13.44,13.6,9.36,9.92,4579764,45431258,27.0
BNAI,2026-01-26,2.3468,16.48,55.155,67.63,26.33,62.08,33526085,2081299356,30.7
NAMM,2026-01-26,0.4968,3.1,4.64,5.59,3.89,4.07,66813366,271930399,445.5
AZIO,2026-01-26,0.4639,1.94,2.84,3.04,2.41,2.615,77399075,202398581,34.2
ABOS,2026-01-26,0.2172,1.98,2.41,3.01,2.01,2.08,12221745,25421229,66.7
LE,2026-01-26,0.1982,14.05,16.835,20.04,16.64,18.76,2537940,47611754,18.2
CRWU,2026-01-26,0.1907,8.13,9.68,10.84,9.02,9.06,2833173,25668547,1.9
PLG,2026-01-26,0.1556,3.47,4.01,4.04,3.31,3.37,16161529,54464352,3.3
GLDG,2026-01-26,0.1526,1.9,2.19,2.27,2.07,2.14,17222107,36855308,6.3
IVF,2026-01-27,0.595,6.05,9.65,10.7,7.35,8.575,13149013,112752786,499.9
PHGE,2026-01-27,0.4366,4.1,5.89,7.95,5.74,6.95,37738208,262280545,626.5
CYN,2026-01-27,0.3221,2.08,2.75,2.76,1.95,2.02,79412126,160412494,407.2
NAMM,2026-01-27,0.2801,4.07,5.21,5.21,4.07,4.71,22102490,104102727,123.4
SXTC,2026-01-27,0.2238,12.33,15.09,20.1,12.48,15.29,981359,15004979,394.4
NTLA,2026-01-27,0.1835,13.95,16.51,17.09,14.2,14.83,15000384,222455694,2.8
HIND,2026-01-27,0.1704,3.11,3.64,3.89,2.65,3.26,44197610,144084208,1678.3
BZAI,2026-01-27,0.1552,1.74,2.01,2.1,1.81,2.02,25823071,52162603,17.5
PDYN,2026-01-28,0.4617,6.52,9.53,9.57,7.36,7.43,70366460,522822797,38.7
KUST,2026-01-28,0.1991,10.55,12.65,12.65,10.5,10.5,2306840,24221820,91.6
AIMD,2026-01-28,0.1919,1.72,2.05,2.46,1.94,2.13,34376048,73220982,1799.2
SUPX,2026-01-28,0.1851,16.59,19.66,21.99,16.825,17.52,1332270,23341370,4.0
LTRX,2026-01-28,0.18,6.89,8.13,8.24,6.909,7.16,8071891,57794739,13.0
GRI,2026-01-28,0.1673,5.32,6.21,6.7,3.8701,4.11,12667567,52063700,187.2
TRX,2026-01-28,0.1645,1.52,1.77,1.94,1.68,1.93,29523724,56980787,15.5
PURR,2026-01-28,0.1517,4.35,5.01,5.12,4.32,4.65,5834948,27132508,4.3
XHLD,2026-01-29,0.6745,2.55,4.27,4.54,2.65,3.17,41199653,130602900,426.5
ZSTK,2026-01-29,0.419,8.95,12.7,15.041,9.02,11.8,1706458,20136204,84.7
SER,2026-01-29,0.4118,2.72,3.84,4.08,3.41,3.54,66373479,234962115,2072.0
HCTI,2026-01-29,0.3131,18.08,23.74,24.05,16.2,18.17,2134572,38785173,114.1
DCX,2026-01-29,0.281,3.06,3.92,5.07,3.8714,4.11,29879152,122803314,1084.9
KRRO,2026-01-29,0.266,11.69,14.8,14.944,13.0054,13.31,1208598,16086439,6.5
VENU,2026-01-29,0.2529,5.14,6.44,6.68,5.25,5.56,2070316,11510956,17.8
TRX,2026-01-29,0.2435,1.93,2.4,2.8,1.965,2.18,63839531,139170177,33.4
VIVS,2026-01-30,0.7353,1.7,2.95,3.4,2.64,2.92,72375231,211335674,2868.2
PMN,2026-01-30,0.5577,12.005,18.7,19.85,12.76,14.16,7933575,112339422,457.7
ANL,2026-01-30,0.3966,6.53,9.12,11.05,6.58,10.63,7668000,81510840,95.0
ZSL,2026-01-30,0.3291,15.8,21.0,28.0,20.1,23.6,100224405,2365295958,6.7
OCG,2026-01-30,0.2704,4.05,5.145,6.36,4.444,4.86,3091592,15025137,7.5
CISS,2026-01-30,0.2639,10.08,12.74,16.17,9.415,12.81,4115170,52715327,331.9
SPHL,2026-01-30,0.175,4.0,4.7,5.4,4.01,4.48,1969247,8822226,35.2
GITS,2026-01-30,0.1582,3.35,3.88,6.7499,3.45,3.77,16362520,61686700,283.6
DKI,2026-02-02,2.5435,5.328,18.88,19.04,9.923,15.2,13286861,201960287,2015.8
SXTC,2026-02-02,1.1742,4.65,10.11,11.16,5.775,6.465,4562020,29493459,96.5
FUSE,2026-02-02,0.4494,1.58,2.29,3.67,2.26,2.7,198065120,534775824,5456.2
CISS,2026-02-02,0.3716,12.81,17.57,20.09,11.2,13.65,5974575,81552948,284.3
KOLD,2026-02-02,0.3689,13.58,18.59,21.11,18.41,20.17,43791732,883279234,9.1
AQST,2026-02-02,0.3559,2.95,4.0,4.39,3.79,4.1,61083859,250443821,17.9
SWVL,2026-02-02,0.3094,1.81,2.37,2.45,1.96,2.14,43019404,92061524,3766.7
YJ,2026-02-02,0.1824,1.59,1.88,2.33,1.62,1.85,8847970,16368744,1972.6
FATN,2026-02-03,0.7147,1.84,3.155,3.23,2.6,2.6,57151059,148592753,1427.2
NPT,2026-02-03,0.4158,5.7,8.07,13.48,5.58,7.2,35997510,259182072,1314.3
PTIR,2026-02-03,0.23,18.09,22.25,22.25,19.36,20.53,15752240,323393487,5.5
PLTG,2026-02-03,0.2222,17.78,21.73,21.73,18.9,20.34,1178355,23967740,7.1
FIEE,2026-02-03,0.2016,5.16,6.2,6.38,4.26,4.48,2646666,11857063,51.0
CYN,2026-02-03,0.1737,1.67,1.96,2.0999,1.82,1.96,53553853,104965551,205.4
SHNY,2026-02-03,0.1736,15.15,17.78,18.43,17.38,17.91,3062120,54842569,2.6
WULF,2026-02-03,0.1213,13.44,15.07,15.6,13.65,14.8,63676750,942415900,2.9
MOBX,2026-02-04,0.7266,1.829,3.158,3.372,2.112,2.31,42271040,97646102,97.1
BYAH,2026-02-04,0.4956,3.935,5.885,6.89,4.075,5.0,11362901,56814505,2881.8
YOOV,2026-02-04,0.3796,2.7,3.725,3.7606,2.5,2.62,15901185,41661104,1017.8
FEED,2026-02-04,0.3476,2.46,3.315,3.69,2.64,3.12,43272314,135009619,139.0
BOXL,2026-02-04,0.3178,7.74,10.2,14.22,9.6,12.12,28904136,350318128,333.1
DAMD,2026-02-04,0.2227,18.05,22.07,24.4,21.59,24.3,682489,16584482,5.4
EGHT,2026-02-04,0.2048,1.66,2.0,2.625,1.9,2.44,26745999,65260237,36.7
APPS,2026-02-04,0.1943,4.94,5.9,6.19,4.61,4.69,14993409,70319088,7.1
KELYB,2026-02-05,4.5509,10.71,59.45,123.85,26.26,37.61,2035645,76560608,6535.0
RNAZ,2026-02-05,0.3695,8.58,11.75,12.3,9.08,9.97,11718481,116833255,547.2
DHX,2026-02-05,0.3072,1.66,2.17,2.2,1.81,1.92,8545480,16407321,45.2
CISS,2026-02-05,0.3026,10.64,13.86,17.01,13.3,13.72,10194047,139862324,307.5
BYRN,2026-02-05,0.1367,12.22,13.89,13.948,11.13,13.16,1913916,25187134,4.1
EMBC,2026-02-05,0.1112,11.15,12.39,13.21,9.738,10.29,1649586,16974239,3.1
BTCZ,2026-02-05,0.0922,5.64,6.16,7.34,6.03,7.13,31057044,221436723,1.6
PPCB,2026-02-05,0.0817,4.775,5.165,5.685,3.887,5.047,1700298,8581404,200.3
LBTYB,2026-02-06,1.4115,12.03,29.01,29.01,17.0,18.01,2519807,45381724,5519.8
CCHH,2026-02-06,0.6943,3.811,6.457,7.172,5.294,5.74,12271423,70437968,329.5
FLYE,2026-02-06,0.3759,4.31,5.93,6.47,2.73,3.46,15217209,52651543,742.2
UXRP,2026-02-06,0.3692,16.25,22.25,25.74,22.25,23.1,363893,8405928,5.0
RDIB,2026-02-06,0.3583,12.0,16.3,17.4,11.8,13.46,1172270,15778754,311.3
XRP,2026-02-06,0.2923,13.31,17.2,17.26,16.06,16.23,1764416,28636471,3.3
QNST,2026-02-06,0.264,11.06,13.98,14.4,12.0,12.24,2528318,30946612,4.7
RBLU,2026-02-06,0.2565,14.93,18.76,19.23,14.8801,17.92,731009,13099681,5.2
MIMI,2026-02-09,0.4381,2.57,3.696,4.303,3.101,3.523,14226560,50120170,397.0
EZRA,2026-02-09,0.363,6.48,8.832,11.66,7.48,10.08,9558079,96345436,655.2
CCHH,2026-02-09,0.281,5.74,7.353,14.5,7.01,13.5,17725087,239288674,438.7
MNTS,2026-02-09,0.2467,6.0,7.48,8.0,6.4,6.44,32748679,210901492,36.1
PLBY,2026-02-09,0.2075,1.59,1.92,2.255,1.9,2.12,20047085,42499820,56.2
KOLD,2026-02-09,0.1509,18.23,20.98,21.25,20.1401,21.08,13682530,288427732,1.5
QS,2026-02-09,0.111,8.47,9.41,9.47,8.9,9.17,27684386,253865819,2.0
NVOX,2026-02-09,0.104,17.59,19.42,20.08,18.57,18.85,1001398,18876352,1.5
EVMN,2026-02-10,0.7375,16.99,29.52,33.2,21.8,29.03,15984311,464024548,60.4
CRDU,2026-02-10,0.2891,10.03,12.93,12.93,11.28,11.84,2649156,31366007,3.4
ESOA,2026-02-10,0.2866,9.459,12.17,13.14,11.7,12.62,1492066,18829872,11.8
SPOG,2026-02-10,0.2436,6.0147,7.48,8.3199,7.3826,7.83,1282600,10042758,71.6
VSTS,2026-02-10,0.2281,7.32,8.99,9.7999,8.49,8.5,7983931,67863413,4.4
STRO,2026-02-10,0.2167,13.98,17.01,17.8005,15.0,15.64,559308,8747577,5.5
LUXE,2026-02-10,0.1643,7.73,9.0,9.44,8.69,9.36,1253753,11735128,5.0
DDL,2026-02-10,0.1587,2.71,3.14,3.19,2.85,2.92,13598649,39708055,7.2
RENX,2026-02-11,1.0471,2.8,5.732,7.0,4.102,4.244,41803770,177415199,272.1
MNTN,2026-02-11,0.4145,8.13,11.5,11.75,10.27,11.15,9320238,103920653,16.7
NETG,2026-02-11,0.2429,9.969,12.39,12.51,10.58,10.96,575673,6309376,80.6
ELAB,2026-02-11,0.2427,10.26,12.75,13.68,9.24,10.2,5005460,51055692,100.1
CCHH,2026-02-11,0.2353,11.9,14.7,17.9,10.0,10.6,2785763,29529087,65.5
PRFX,2026-02-11,0.2305,2.95,3.63,3.71,2.57,3.2,11325645,36242064,235.4
BETA,2026-02-11,0.1914,16.77,19.98,20.8999,18.13,19.39,4346047,84269851,5.1
SHPU,2026-02-11,0.1768,16.97,19.97,19.97,12.28,14.67,1195028,17531060,33.3
FSLY,2026-02-12,0.449,9.31,13.49,17.8599,13.38,16.04,116491671,1868526402,35.4
PMI,2026-02-12,0.4286,1.61,2.3,2.5,1.3,1.59,34833296,55384940,255.3
NVCR,2026-02-12,0.3714,10.5,14.4,14.97,12.0128,12.53,16691120,209139733,12.6
LHSW,2026-02-12,0.3526,3.077,4.162,4.48,3.232,3.874,6397007,24782005,837.3
PRCH,2026-02-12,0.2339,7.59,9.365,9.75,8.21,8.54,5243697,44781172,3.7
MH,2026-02-12,0.2115,12.34,14.95,15.9,14.24,14.31,4079182,58373094,6.4
ISSC,2026-02-12,0.2065,18.98,22.9,23.8,20.645,20.77,880450,18286946,2.0
STFS,2026-02-12,0.1774,4.352,5.124,5.132,4.336,4.46,1494862,6667084,35.8
MLEC,2026-02-13,1.1902,5.1,11.17,12.2299,8.12,8.63,50594663,436631941,888.4
MIMI,2026-02-13,0.7086,2.8,4.784,4.784,3.2,3.869,8603244,33285951,233.1
CRSR,2026-02-13,0.4148,4.58,6.48,7.68,6.43,6.79,46841748,318055468,42.8
IMUX,2026-02-13,0.2987,8.701,11.3,12.0,9.1,9.125,6441347,58777291,45.0
RIVN,2026-02-13,0.2693,14.0,17.77,18.48,16.4,17.73,127927317,2268151330,4.4
CONL,2026-02-13,0.1777,5.15,6.065,7.08,5.515,6.83,39290769,268355952,5.1
ATOM,2026-02-13,0.1632,2.39,2.78,4.02,2.6682,3.92,28260518,110781230,59.4
RDTL,2026-02-13,0.1482,14.91,17.12,17.25,15.8901,16.87,759687,12815919,2.3
CMPS,2026-02-17,0.3477,5.81,7.83,8.7951,7.31,7.63,35093188,267761024,27.5
FRGT,2026-02-17,0.3061,7.35,9.6,10.8,6.05,6.7,2050892,13740976,85.7
RIME,2026-02-17,0.2989,3.48,4.52,4.58,2.52,2.58,80932710,208806391,143.3
LFS,2026-02-17,0.2314,2.42,2.98,3.7299,2.98,3.3,22173580,73172814,843.2
SUNE,2026-02-17,0.1927,2.05,2.445,2.73,1.97,2.0,13964422,27928844,130.8
JFB,2026-02-17,0.172,14.94,17.51,17.55,6.58,8.5,1926910,16378735,16.9
ERNA,2026-02-17,0.1641,8.075,9.4,10.05,8.25,8.253,1210266,9988325,273.6
NCI,2026-02-17,0.1506,19.12,22.0,24.88,14.88,23.6,253230,5976228,113.9
FTH,2026-02-18,2.0668,9.13,28.0,31.94,22.07,26.25,12540600,329190750,305.7
AUUD,2026-02-18,0.7128,6.428,11.01,11.47,7.777,8.778,13770641,120878686,1296.3
MNDR,2026-02-18,0.2614,5.28,6.66,6.72,4.894,5.808,2648528,15382650,139.0
LRHC,2026-02-18,0.2552,14.5,18.2,19.8,13.0,13.2,5074932,66989102,144.3
BENF,2026-02-18,0.2251,3.82,4.68,5.29,4.06,4.15,18792256,77987862,544.3
RSI,2026-02-18,0.2001,16.94,20.33,20.4,17.8,18.18,5821578,105836288,2.8
RENX,2026-02-18,0.1542,2.736,3.158,4.6,3.098,3.964,13610354,53951443,55.6
QMCO,2026-02-18,0.1444,5.61,6.42,6.45,5.43,5.47,1576574,8623859,3.1
DGNX,2026-02-19,0.299,6.0,7.794,7.794,6.459,6.8,1761305,11976874,3.8
AIFA,2026-02-19,0.2676,1.835,2.326,3.533,2.252,2.333,36267404,84611853,443.6
CDIO,2026-02-19,0.2394,2.13,2.64,2.69,2.0701,2.24,22411793,50202416,216.0
BOXL,2026-02-19,0.2154,7.8,9.48,11.28,8.34,8.58,5249019,45036583,43.6
RELY,2026-02-19,0.2013,13.61,16.35,17.8786,16.03,17.14,22866103,391925005,7.5
NP,2026-02-19,0.1942,18.13,21.65,22.73,20.2,20.44,757842,15490290,2.3
BAND,2026-02-19,0.1732,12.99,15.24,16.58,14.46,14.54,1518519,22079266,6.2
TALK,2026-02-19,0.1578,3.93,4.55,5.13,4.43,4.83,10015954,48377057,6.6
AIOS,2026-02-20,0.4,9.0,12.6,14.17,10.65,12.34,3681221,45426267,1737.7
CDIO,2026-02-20,0.3571,2.24,3.04,3.48,2.49,2.88,76561969,220498470,737.7
TNDM,2026-02-20,0.2283,18.52,22.748,26.21,22.0,24.57,12698964,312013545,10.6
OPEN,2026-02-20,0.1828,4.65,5.5,5.59,4.74,5.0,132316826,661584130,2.7
ANPA,2026-02-20,0.1609,11.19,12.99,14.0,9.1,9.32,2970248,27682711,22.9
CMRC,2026-02-20,0.1497,2.94,3.38,3.45,3.005,3.02,2000168,6040507,1.9
INDI,2026-02-20,0.1195,3.43,3.84,3.9,3.41,3.63,9709871,35246831,3.3
JAKK,2026-02-20,0.1194,17.76,19.88,23.08,19.73,21.97,756183,16613340,7.6
VNDA,2026-02-23,0.3967,5.76,8.045,9.09,7.8,8.15,48056294,391658796,48.2
EZRA,2026-02-23,0.2126,7.3,8.852,11.4,8.032,10.44,4489508,46870463,89.6
LEGN,2026-02-23,0.1628,18.12,21.07,21.58,18.94,19.75,6195648,122364048,2.6
RXT,2026-02-23,0.1518,1.68,1.935,1.95,1.48,1.49,95832835,142790924,44.9
IBRX,2026-02-23,0.1437,8.7,9.95,11.0,9.55,9.83,86450382,849807255,2.5
FBIO,2026-02-23,0.131,3.36,3.8,4.22,3.32,3.45,16599943,57269803,31.2
YMAT,2026-02-23,0.1266,1.864,2.1,3.591,1.892,2.965,14353702,42558726,2205.2
IKT,2026-02-23,0.125,1.76,1.98,2.11,1.75,1.8,41817966,75272338,73.7
TLIH,2026-02-24,0.6016,3.18,5.093,5.3,3.812,4.38,10817069,47378762,1369.9
VIR,2026-02-24,0.3237,7.43,9.835,10.29,8.95,9.49,38366397,364097107,22.2
LRMR,2026-02-24,0.2776,2.81,3.59,4.01,3.55,3.69,70425024,259868338,79.4
CLVT,2026-02-24,0.2738,1.68,2.14,2.39,2.1,2.35,45044670,105854974,6.5
MYGN,2026-02-24,0.2717,4.38,5.57,5.71,4.38,4.43,5267831,23336491,5.3
RIME,2026-02-24,0.2663,1.84,2.33,2.67,2.12,2.18,42291915,92196374,68.1
SILO,2026-02-24,0.2003,4.218,5.063,5.231,4.517,5.231,1915803,10021565,271.4
EZRA,2026-02-24,0.1983,10.44,12.51,17.2,10.0,11.63,6287745,73126474,110.1
CRCG,2026-02-25,0.4101,13.9,19.6,23.9,18.45,23.9,5674474,135619928,6.6
CCUP,2026-02-25,0.3898,2.36,3.28,4.04,3.115,4.04,13706989,55376235,11.2
MIMI,2026-02-25,0.3458,3.3,4.441,4.803,3.33,3.85,3983568,15336736,111.2
RETO,2026-02-25,0.2453,2.666,3.32,3.461,2.96,3.344,5172724,17297589,185.9
UIS,2026-02-25,0.2183,2.13,2.595,2.645,2.35,2.46,3889595,9568403,4.8
SGML,2026-02-25,0.1833,12.6,14.91,16.88,14.4,16.37,18056318,295581925,4.8
ACHC,2026-02-25,0.1826,17.17,20.305,21.98,20.305,20.84,11697381,243773420,3.5
FRGT,2026-02-25,0.1803,6.1,7.2,7.3,5.65,5.9,2597553,15325562,78.3
SMJF,2026-02-26,0.4788,1.65,2.44,2.49,1.67,2.0,8485106,16970212,27.4
AEHL,2026-02-26,0.4239,3.102,4.417,10.44,3.821,6.48,38454013,249182004,869.0
HCTI,2026-02-26,0.4079,5.81,8.18,8.85,4.78,5.02,14435193,72464668,140.3
IONL,2026-02-26,0.3181,15.97,21.05,23.7,20.82,22.67,2097951,47560549,4.9
BFLY,2026-02-26,0.2919,3.1,4.005,4.96,3.93,4.67,64630226,301823155,13.9
ARHS,2026-02-26,0.2585,7.986,10.05,10.1,8.382,8.825,3841104,33897742,3.7
DNUT,2026-02-26,0.2258,2.99,3.665,4.13,3.64,3.82,19101302,72966973,10.0
FA,2026-02-26,0.2164,9.52,11.58,11.97,10.36,11.69,4516723,52800491,4.4
KORE,2026-02-27,0.7904,5.01,8.97,8.98,8.94,8.95,3014676,26981350,86.8
CORD,2026-02-27,0.261,12.91,16.28,18.6,16.28,17.57,2951660,51860666,2.0
DLLL,2026-02-27,0.2555,2.56,3.214,3.708,3.2,3.676,4499896,16541617,9.0
BATL,2026-02-27,0.2313,4.15,5.11,6.0,4.41,5.52,56085237,309590508,27.5
CDIO,2026-02-27,0.2117,5.22,6.325,7.91,5.745,6.55,19015381,124550745,183.2
PRAA,2026-02-27,0.2056,12.67,15.275,16.51,14.5,15.75,2627548,41383881,4.9
ARLO,2026-02-27,0.1815,12.34,14.58,16.37,14.5,15.69,6232188,97783029,5.5
FIGS,2026-02-27,0.1684,12.47,14.57,15.8999,14.3,15.45,26069014,402766266,9.7
BATL,2026-03-02,0.9384,5.52,10.7,13.61,8.2001,11.8,90767241,1071053443,37.0
INDO,2026-03-02,0.4456,5.88,8.5,8.5,5.86,6.74,28376902,191260319,22.6
RLYB,2026-03-02,0.2759,7.54,9.62,11.2,9.35,10.97,3675951,40325182,107.6
AGIG,2026-03-02,0.2679,4.18,5.3,5.31,3.1,3.4,7518514,25562947,9.4
WTI,2026-03-02,0.1924,2.635,3.142,3.172,2.829,2.983,10631795,31714644,4.4
HKD,2026-03-02,0.18,1.75,2.065,2.14,1.44,1.46,8476275,12375361,28.2
SVRN,2026-03-02,0.177,8.156,9.6,9.68,8.214,8.7,648620,5642994,87.4
WTIU,2026-03-02,0.1634,15.91,18.51,18.51,16.3702,17.23,508813,8766847,13.1
MOBX,2026-03-03,1.5864,1.77,4.578,12.4,3.85,11.2,138633292,1552692870,391.9
BATL,2026-03-03,1.0983,11.8,24.76,29.7,21.89,27.68,68197496,1887706689,23.3
SVRN,2026-03-03,0.8207,8.7,15.84,16.72,12.37,12.8,5494631,70331276,708.1
NPT,2026-03-03,0.258,5.66,7.12,10.5,6.52,10.28,15318843,157477706,492.3
ZSL,2026-03-03,0.1868,17.29,20.52,21.68,19.58,20.37,40376631,822471973,2.1
VG,2026-03-03,0.1683,11.35,13.26,13.39,11.2,11.43,50794143,580577054,4.5
PLUG,2026-03-03,0.1492,1.81,2.08,2.36,1.97,2.23,224777029,501252774,2.2
TMDE,2026-03-03,0.1275,3.06,3.45,4.77,3.2,4.04,58425251,236038014,598.0
VCIG,2026-03-04,1.7148,8.03,21.8,23.3999,6.68,7.0,26067698,182473886,1337.4
CANF,2026-03-04,0.732,5.0,8.66,10.4,5.5501,6.02,38672536,232808666,1391.5
DXST,2026-03-04,0.4419,2.03,2.927,7.373,2.568,5.123,40013580,204989570,268.3
EOLS,2026-03-04,0.3002,4.13,5.37,6.13,5.065,5.59,10539688,58916855,11.9
ADVB,2026-03-04,0.2606,4.26,5.37,5.82,3.9,4.59,6307233,28950199,2863.7
SHMD,2026-03-04,0.2535,6.41,8.035,9.6,7.57,8.38,4195555,35158750,10.6
SWIM,2026-03-04,0.2329,6.44,7.94,8.9662,7.17,7.2,4109347,29587298,8.6
BW,2026-03-04,0.2012,8.1,9.73,12.03,9.28,11.8,19043081,224708355,7.6
MTEK,2026-03-05,0.4918,1.83,2.73,2.82,2.02,2.09,39724048,83023260,432.6
TTDU,2026-03-05,0.4907,6.42,9.57,10.35,8.5,8.78,1922057,16875660,11.3
ALTO,2026-03-05,0.3654,2.6,3.55,4.2,3.12,4.02,27238864,109500233,39.4
CDTG,2026-03-05,0.2938,7.93,10.26,11.13,8.793,11.13,449549,5003480,368.9
ELPW,2026-03-05,0.25,6.24,7.8,8.272,6.0,6.416,4169322,26750369,69.6
MOBX,2026-03-05,0.2195,8.199,9.999,11.2,8.379,8.659,34587888,299496522,97.8
STEM,2026-03-05,0.2113,10.05,12.174,13.7166,11.62,12.18,1001825,12202228,5.2
PMTS,2026-03-05,0.1597,12.46,14.45,17.95,14.45,17.6,536016,9433881,12.4
CRE,2026-03-06,0.4313,2.62,3.75,4.92,3.44,4.53,24223530,109732590,1313.5
BATL,2026-03-06,0.3292,19.0,25.255,29.22,20.52,22.36,34896185,780278696,8.8
TURB,2026-03-06,0.3245,3.02,4.0,4.77,3.08,3.78,24818065,93812285,382.1
TPET,2026-03-06,0.3208,1.59,2.1,2.4,1.82,1.93,260641870,503038809,230.0
INDO,2026-03-06,0.2475,5.05,6.3,6.3,5.3,5.65,15667312,88520312,11.6
IBG,2026-03-06,0.2256,4.3,5.27,5.855,4.21,5.53,15764067,87175290,146.9
MVLL,2026-03-06,0.2245,5.417,6.633,7.896,6.493,7.343,7471164,54860757,11.6
EVC,2026-03-06,0.1987,2.954,3.541,3.599,3.174,3.384,1756424,5943738,9.0
AZI,2026-03-09,1.0845,2.638,5.499,8.9,5.077,6.5,53278239,346308553,1069.8
HIMZ,2026-03-09,0.9464,15.68,30.52,30.87,25.96,28.42,12750286,362363128,5.5
CIIT,2026-03-09,0.5998,2.394,3.83,4.634,2.43,2.847,7752591,22071626,1212.5
HIMS,2026-03-09,0.4749,15.74,23.215,23.51,20.97,22.16,174971919,3877377725,6.5
RLMD,2026-03-09,0.4404,4.45,6.41,7.41,5.8,7.17,43006141,308354030,78.3
QURE,2026-03-09,0.2624,14.27,18.015,18.2,16.03,17.99,15401484,277072697,7.4
PUSA,2026-03-09,0.2394,4.88,6.0482,6.0482,4.47,5.48,28832658,158002965,661.6
ELPW,2026-03-09,0.2178,3.6,4.384,5.72,3.776,3.84,5317773,20420248,56.2
LABX,2026-03-10,1.9649,6.56,19.45,19.8,17.7,17.81,314381,5599125,0.3
ATPC,2026-03-10,1.0297,2.02,4.1,5.1,3.05,3.78,62274815,235398800,635.4
INKT,2026-03-10,0.5033,10.45,15.71,16.9267,12.7,13.51,15908631,214925604,2544.8
ELPW,2026-03-10,0.4875,3.84,5.712,5.872,4.608,5.096,4545133,23161997,38.5
STGW,2026-03-10,0.2319,5.24,6.455,6.56,5.75,6.16,6505268,40072450,3.9
ZVRA,2026-03-10,0.2007,9.12,10.95,11.4,10.51,11.06,9387229,103822752,13.2
AGCC,2026-03-10,0.1703,18.2,21.3,23.66,17.0,18.59,311022,5781898,4.7
OCC,2026-03-10,0.1424,6.11,6.98,8.14,6.4856,7.98,776277,6194690,8.5
KALA,2026-03-11,0.5537,14.7,22.84,25.5,16.75,18.25,5822038,106252193,445.7
DOMO,2026-03-11,0.4155,4.38,6.2,6.24,4.9514,4.97,24439901,121466307,20.4
CODX,2026-03-11,0.3559,2.36,3.2,3.8563,2.795,3.24,2903929,9408729,
DXST,2026-03-11,0.2514,9.965,12.47,14.0,10.5,11.05,5082717,56164022,31.6
ORCU,2026-03-11,0.2197,10.06,12.27,13.02,11.52,11.88,4184563,49712608,6.3
CVGI,2026-03-11,0.2191,1.62,1.975,2.89,1.97,2.03,46303747,93996606,315.6
CYN,2026-03-11,0.2188,1.6,1.95,2.0699,1.825,1.92,44589767,85612352,113.4
ACXP,2026-03-11,0.2,2.9,3.48,6.2999,3.3,6.03,107124173,645958763,2175.2
TLYS,2026-03-12,0.5951,1.63,2.6,2.73,2.25,2.4,47169926,113207822,1098.9
BMBL,2026-03-12,0.2923,2.84,3.67,4.25,3.67,3.81,34273727,130582899,11.9
ROMA,2026-03-12,0.2899,4.83,6.23,8.57,3.6,5.91,8257549,48802114,124.3
HIMX,2026-03-12,0.2858,8.998,11.57,11.8,9.883,9.962,35904016,357675807,32.3
ATPC,2026-03-12,0.247,4.17,5.2,6.3,5.01,5.65,42296923,238977614,431.6
